,Part,Sentence,token_count,annotation
854,SentIAnno5,"Und dann: „Frei ist die Bahn, welche mit Beachtung des legitimen Rechtes zur Verständigung führt“ und auf dieser Bahn werden die Patrioten Kroatiens das gute Recht ihres Landes gegen etwaige ungerechte Ansprüche ebenso zu wahren und zu vertheidigen wissen, wie sie es bisher unter so vielen Anfechtungen zu wahren und zu retten gewußt haben. Was aber die liberalen Patrioten in Kroatien von den Wirkungen des großen Staatsaktes vom 20.",69,positive
855,SentIAnno5,"— „Solche sind die Gesinnungen, Ansichten und Hoffnungen, mit denen die liberal gesinnten Patrioten Kroatiens das männlich offene Wort Ihres Herrn und Königs begrüßen.",24,positive
856,SentIAnno5,"Schonfrüher würde der Deputation mitgetheilt, daß die croatische Hofkanzlei mit der Gesetzesauslegung der fusionirten Partei vollkommen einverstanden sei, und daß demnach die nicht pensicirten Landtagsmitglieder kein Recht haben, die Würdenträger des Landtages zu wählen.",34,neutral
857,SentIAnno5,"Die Consequenzen der kaiserlichen Erklärung liegen an der Hand — die Mißverständnisse werden beseitigt und die gestern telegraphisch gemeldete Constituirung des Landtages gehört demnach in das Bereich der — nicht vollendeten Thatsachen. Dringender aber als je stellt sich das Bedürfniß heraus, die Differenzen zwischen den einzelnen Parteien durch einen patriotischen Staatsmann zu überbrücken, der es verstehen wurde, gleichmäßig die wohlverstandenen Interessen Croatiens und der Gesammtmonarchie zu wahren.— (Reise des Patriarchen Maschirevics.",71,positive
858,SentIAnno5,"Vorigen Samstag besuchte er den ungarischen Hofkanzler, der ihm versicherte, man erkenne ungarischerseits die Rechte Croatiens vollständig an, aber man wünsche sehnlichst den Ausgleich und dieser könne nur erzielt werden, wenn man sich vorhermit Croatien verständige.",36,neutral
859,SentIAnno5,"Dr. Subotic macht ein Amendement, welches so lautet: Der croatisch=serbischen Nation der Ausdruck unserer“ würde demnach gänzlich entfallen).",18,neutral
860,SentIAnno5,"Obergespan Kukuljevic wünscht, man möge sagen „unserer“ Nation, dem Namen nach kroatischen und serbischen.",14,neutral
861,SentIAnno5,"Ich habe nicht die Absicht, gegen die kroatische und serbische Nation anzukämpfen, aber ich als ein freier Slavonier hege den Wunsch, daß an der betreffenden Stelle auch der Ausdruck „slavonisch“ eingereiht werden.Dr.",32,neutral
862,SentIAnno5,"Cepulic wünscht dem Dr. Miletic, er möge die croatische und serbische Nation mit demselben Enthusiasmus am ungarischen Landtage, wie auf diesem vertreten. Cepulic bemerkte, er sei ein Küstenländer, und er muße fordern, daß der Ausdruck; Prangrski (küstenländisch!",37,neutral
863,SentIAnno5,"Vranicani bemerkte, der serbische Congreß heißt nur serbisch, aber nicht „croatisch=serbisch"" — Bei der hierauf erfolgten Abstimmung wurde die Redaction des Adreßcomité mit Stimmenmehrheit angenommen. Deutschland. München, 28.",28,neutral
864,SentIAnno5,Gegenwärtig erwartet man unganscherseits die Antwort und Erklärung der kroatischen Deputation auf die von der ungarischen Deputation jüngst festgestellten Punkte. Von dieser Erklärung der croatischen Deputation wird auch die Eröffnung der meritorischen Verhandlungen und die Art ihrer Fortsetzung abhängen.,39,neutral
865,SentIAnno5,"Dasselbe stellt den weiland Feldzeugmeister und Banus von Croatien, Grafen Jelacic in voller Uniform mit der „Kabanicza“, die Brust mit zahlreichen Orden geschmückt, hoch zu Rosse fitzend, dar-",28,neutral
866,SentIAnno5,"Regierung, daß von den öffentlichen Blättern, die in Croatien herausgegeben werden, selbst solchen, von denen man voraussetzt, daß sie nicht ohne Berührung mit der Regierung sind, bezüglich des Ausgleiches mit Ungarn, der Gestaltung der Verfassungsverhältnisse des Gesammtreiches und insbesonders der künftigen staatsrechtlichen Beziehungen Croatiens zum Gesammtreiche und zum Königreiche Ungarn eine Sprache führen, welche für alle, die mit den Ansichten der Regierung und ihre Haltung, welchesie nach den bestimmt ausgesprochenen Willen Sr. k. k. apost. Majestät in dieser Frage inne zu halten verpflichtet ist, zu einer vollen Mißdeutung derselben führen und die Vermuthung begründen müssen, als bewege die Regierung sich diesfalls auf einem Parteistandpunkte.",104,negative
867,SentIAnno5,"Selbstverständlich müßte sowohl bei der Krönung, als bei Feststellung des Inauguraldiploms, so wie auch bei den Delegationen Croatien seine constitutionelle Einflußnahme gewahrt bleiben.",23,neutral
868,SentIAnno5,"Was neben diesen zwei Grundbedingungen Croatien zur Erweiterung seiner Autonomie auf legislatorischem oder administrativem Gebiete beansprucht, kann der gegenseitigen Vereinbarung überlassen bleiben.",22,neutral
869,SentIAnno5,"d. M. gefaßten, dem croatischen Landtage mitzutheilenden Beschlusse des ungarischen Reichstes Ausdruck gefunden: — trage ich Meinem croatischen Hofkanzler in Einem auf, daß er die Stadt und den Bezirk Fiume zum Erscheinen an dem bereits einberufenen croatischen Landtage auffordere.",39,neutral
870,SentIAnno5,"aus Wien: „Es war ursprünglich in der Absicht der Regierung, unmittelbar nach Durchführung der Comitats=Restauration mit der Auslösung der croatischen Hofkanzlei vorzugehen und die Agenden derselben als Sectionen den betreffenden ungarischen Ministerien zuzuweisen.",33,neutral
871,SentIAnno5,"Um die kaum besänftigten Gemüther neuerdings in Aufruhr zu bringen, weiß ein Pester Blatt ganz schreckliche Dinge aus Croatien, hauptsächlich aber aus der Militärgreuze zu berichten.",26,negative
873,SentIAnno5,"Mit dem heutigen officiellen Croatien, eben weil es keinen Bestand hat, kann Dalmatien über einfaches, dauerndes Verhältniß nicht unterhandeln.",19,negative
874,SentIAnno5,"Auch wares nicht das erwachte Gewissen oder der erwachte Rechtssinn, der die Magyaren bewog, die Kroaten aufzusuchen.",17,negative
875,SentIAnno5,trachteten und dadurch die Verständigung zwischen Ungarn und Kroatien zu hindern suchten.,12,negative
876,SentIAnno5,"Des war es auch, was seinerzeit Lonyay zu einem Ausgleiche mit den Kroaten bewog, weil Letzteren in dieser Beziehung in Zukunft die Hauptrolle zugestanden werden muß.",26,neutral
877,SentIAnno5,"Vater empfangen wurde, und fährt dann fort:„Unsere kroatische Nation war natürlicherweise der Gegenstand unserer Besprechung.",15,neutral
879,SentIAnno5,"December 1879 im hohen Abgeordnetenhause, daß sich die hohe Regierung den rechtlichen Schutz aller Nationalitäten zum Ziele gesetzt, damit Friede und Eintracht unter den Völkern Oesterreichs wiederkehre, hat auf die Slovenen den lebhaftesten Eindruck gemacht.",35,positive
880,SentIAnno5,"Excellenz mit Hilfe aller wahren Patrioren Oesterreichs gelingen, das schöne Werk durchzuführen und die Gleichberechtigung mit Garantiert zu umgeben, welche geeignet sind, das slovenische Volk endlich aus der geistigen Verkümmerung zu retten.",32,positive
881,SentIAnno5,"Demnach würde also dieses Recht bezüglich aller jener Bestimmungen des Ausgleichsgesetzes, bei denen sich um die Agenden der kroatischen Landesregierung handelt, dem kroatischen Landtage, bezüglich jener, welche sich auf die zwischen Ungarn und Kroatien gemeinsamen Angelegenheiten beziehen und hinsichtlich deren die Executive der ungarischen Regierung zusteht, dem ungarischen Reichstage anheimfallen.",50,neutral
882,SentIAnno5,"Die kroatischen Herren würden also durch eine Theilnahme an den Berathungen des ungarischen Reichstages über die der Regierung zu ertheilende Ermächtigung sich nichts vergeben und den Rechten ihres Landes keinen Abbruch thun, selbst wenn in der Ertheilung dieser Ermächtigung eine applicative Interpretation des Gesetzes enthalten wäre, obwohl dieses unseres Frachtens nicht der Fall ist.",54,positive
883,SentIAnno5,"Wenn nun die kroatischen Abgeordneten dessenungeachtet in einem Puncte ihrer heute gefaßten Beschlüsse erklären, an diesen Berathungen nichttheilnehmen zu wollen, so können wir dies nur bedauerndie Antwort auf diesen Beschluß haben sie jedoch schonanticipativ erhalten in dem Hinweise, daß ihre Anwesenheit oder Abwesenheit für die Giltigkeit der vom ungarischen Reichstage zu- fassenden Beschlüsse ganz irrelevant wirkl, Montagseitung 215 und ihre Absentirung weder die Rechtskraft noch die energische Durchführung dieser Beschlüsse behindern werde.",72,negative
884,SentIAnno5,"Nicht Aufwiegler und nicht „der reisende Rubel“, nicht die Politik des Grafen Taaffe und nicht der Panslavismus sind die Quelle der kroatischen Vorgänge: die chauvinistische Magyarinanie der Budapester Regierung, die Bedrückung und Einengung der anderen Nationalitäten mit der unverkennbaren Tendenz, dieselben allmälig in der ungarischen aufgehen zu lassen, und der dadurch imnatürlichen Gange der Dinge entstandene, immer weiterum sich greifende, immer gefährlicher anwachsende Haß dieser Nationalitäten, das waren im Jahre 1848 und das sind heute wieder die Elemente jenes Widerstandes, der augenblicklich in Civil=Kroatien und in der ehemaligen Militärgrenze zu Tage getreten ist und der überall, wo nichtmagyarische Völkerstämme wohnen, emporgewachsen und fortwährend im Wachsen begriffen ist.",107,negative
885,SentIAnno5,Nun sind auch diese beseitigt und sowird jetzt wohl in ganz Kroatien kaum mehr ein zweisprachiges Wappen existiren. 8.,19,negative
886,SentIAnno5,"Der neue Banus wird sich darauf gefaßt machen müssen, daß man ihm in Kroatien keinen besonders freundlichen Empfang bereitet.",19,negative
888,SentIAnno5,"Der Banus erwiderte, er werde derlei nicht dulden er habe sich die Acten des sensationellen, die Serben beleidigenden Gerichtsbeschlusses von Petrinja vorlegen lassen ferner erklärte er, die Forderung der Serben, in Kroatien, dieselben Rechte zu genießen wie in Ungarn, seinerseits zubilligen.",41,positive
889,SentIAnno5,"Unsere kroatischen Freunde gerathen bei Nennung von Fiume sofort in Feuer und Flammen; hier dagegen ist man „kühl bis ans Herz hinan“; wohlverstanden, insoferne es sich um die Besitzfrage handelt.",30,mixed
890,SentIAnno5,"Nach dem oben citirten 8 66 soll nämlich über die „besondere Autonomie und die hierauf bezüglichen legislatorischen und administrativen Verhältnisse zwischen dem ungarischen Reichstage und dem kroatisch=slavonischen Landtage wie auch der Stadt Fiume im Wege der Regnicolar=Deputationsverhandlungen im gemeinsamen Einvernehmen ein Uebereinkommen erzielt werden"".",44,neutral
891,SentIAnno5,"Die Kroaten wollen diese Auffassung nichtgelten lassen, sondern behaupten, Fiume sammt Gebietgehöre nur in und mit Kroatien zur Krone des heil.Stephan; sie berufen sich dabei aber weit mehr auf geographische, ethnographische und opportunistische Argumente als auf historische und gesetzliche Beweisgründe.",40,neutral
892,SentIAnno5,"Sie beanspruchen Fiume für sich, weil es an der „skoatischen Küste“ liegt, weil die Bewohner überwiegend Kroaten sind, und weil der ganze Verkehr die Seestadt auf das anliegende kroatische Hinterland anweist.",31,neutral
893,SentIAnno5,"Die Kürze der Zeit gestattete dem ungarischen Reichstage nicht, auf diese Vorschläge des Näheren einzugehen, und so weiß man denn auch nicht, ob derselbe diese zum Theile sehr weitgehenden Propositionen der diesseitigen Reguicolar=Deputation angenommen haben würde. Um so größeren Lärm werden die Kroatenschlagen, wenn sie nach den Pfingstfeiertagen abermals in der Agramer Landtagsstube zusammentreten.",54,negative
894,SentIAnno5,"Die Gründe, welche die fruchtbare Gestaltung verhinderten, sind allbewußt; dennoch kann der Landtag mit Befriedigung zurückblicken; er hat zwei Beschlüsse gefaßt, welche in den Annalen der Geschichte Kroatiens einen Markstein bilden.",31,mixed
895,SentIAnno5,Getreuen erfolgreich begonnene Werk mit Gottes Hilfe unter verfassungsmäßiger Mitwirkung des nächsten Landtages zum Nutz und Frommen Unserer geliebten Königreiche Kroatien und Slavonien zum Abschlusse zu bringen.,27,positive
896,SentIAnno5,"Insoweit man die jetzige Lage des Landes überschauen kann, bemerkt man keine besondere Nöthigung zu außerordentlichen Maßnahmen; die Regierung wird also triftige Beweise für ihr Verlangen der Legislative unterbreiten müssen. Was uns ganz besonders auffällt, das ist der Mangel eines jeden Hinweises auf Kroatien und dessen Zustände, die ja in dem gegenwärtigen Stadium auch das eigentliche Ungarn gar sehr tangiren.",60,negative
897,SentIAnno5,"Von der Ausübung dieser Thätigkeit im Einklänge mit dem Gesetze, von der richtigen Beurtheilung der reellen Verhältnisse, der Exigenzen der staatlichen Gemeinschaft wird es daher vorzugsweise abhängen, daß das obige Grundgesetz, beziehungsweise der durch die Dauer so vieler Jahrhunderte geweihte Bund mit dem Königreiche Ungarn Unseren Königreichen Kroatien und Slavonien immer größere Vortheile bringe, Vortheile, welche vorübergehende Mißverständnisse — Wir sind dessen gewiß — durchfreundliches Entgegenkommen von einen und der anderen Seite jederzeit behoben werden können.",76,positive
899,SentIAnno5,"Es sind schon einige Mittel vorhanden, und es sollen noch mehr in Kroatien und Slavonien aufgebracht werden.",17,neutral
900,SentIAnno5,"Auch Kroatien müsse etwas Schönes und Großartiges spenden, und da würdesich der Hochaltar am besten empfehlen.",16,positive
901,SentIAnno5,"Wir halten dafür, daß man auf der Hut sein müsse. Gestern ist in Agram der kroatisch=slavonische Landtag wieder zusammengetreten; es ist zum fünften Male in diesem Jahre.",27,neutral
902,SentIAnno5,Diese Deputation soll das Verhältniß zwischen Ungarn und Kroatien auf Grund des bestehenden Ausgleichsgesetzes von 1868 und 1873 einer neuen Prüfung unterziehen.,22,neutral
903,SentIAnno5,"Ob die neuen Reguicolar=Deputationen in der strittigen Frage der Gesetzesinterpretation zu einer Einigung gelangen werden, erscheint angesichts der letzten Erfahrungen mit den Regni-Colar=Deputationen in der Fiumaner Frage wenig glaublich. Die kroatische Nationalpartei dürste durch dieses Mittel ihre schwankende Position im Volke kaum besonders stärken und befestigen. Agram, 31.",48,negative
904,SentIAnno5,"Jene Debatten erscheinen als wichtiger Beitrag zur Erkenntniß der politischen und volkswirthschaftlichen Zustände des „breieinigen“ Königreiches, weshalb wird denselben hier eine nähere Beachtung schenken wollen. Dem unbefangenen Beobachter stellen sich die Dinge in Kroatien in sehr bedenklichem Lichte dar.",39,mixed
905,SentIAnno5,"Man geht gewiß nicht irre, wenn man annimmt, daß die Malcontenten in Kroatien heute die übergroße Mehrheit der Bevölkerung ausmachen; denn auch die regierungsfreundliche „Nationalpartei“ im Landtage will nur unter einer ganz bestimmten Bedingung der Regierung weiterhin ihre Unterstützung leihen. Ueberhaupt scheinen die leitenden Kreise hier in Budapest und in Wien und die daselbst tonangebende Presse die kroatischen Verhältnisse entweder gar nicht oder doch nur höchst oberflächlich zu kennen.",69,negative
